app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,app_description
1101436941,1000600000565712,Groups Control Groups Streaming Apps ID GO Stream Live TV,Entertainment,,2016-08-09,120.01,1,1,0,0,Catch up with your favorite ID shows anytime anywhere with the all new ID GO app and now get access to up to 14 additional networks including TLC Science Channel Travel Channel Discovery and more all in one app. It s FREE with your pay TV subscription. Link your pay TV provider cable satellite telco live TV streaming service to access ID favorites like Evil Lives Here On the Case with Paula Zahn See No Evil People Magazine Investigates American Monster Fear Thy Neighbor Web of Lies and many more plus top shows from other networks including Home Town HGTV Naked and Afraid Discovery Diners Drive Ins and Dives Food Network Ghost Adventures Travel Channel My 600 lb Life TLC and more. New episodes are available the same day as they premiere on TV. With ID GO You Can: Stream ID and more networks LIVE anytime anywhere on all your favorite devices Find shows to watch with the live schedule guide Access thousands of episodes on demand from current hits to classic favorites See new episodes of shows on the app the same day and time they premiere on TV Binge your favorite ID series and specials including Evil Lives Here On the Case with Paula Zahn See No Evil People Magazine Investigates American Monster Fear Thy Neighbor Web of Lies and many more! Get unlimited access to everything the Discovery family of networks has to offer free with your pay TV subscription Features: Stream live TV when you link your pay TV provider Watch select episodes and entire seasons of your favorite shows from up to 15 networks! Browse by genre from Natural History Science and Tech to Food Home and more to find your favorite shows and discover new ones Continue watching episodes where you left off across all of your devices Save shows and episodes to watch later with My List Compatible with tvOS and Chromecast Closed captioning support Requirements: Available in the U.S. only Wi Fi connection recommended iOS 12 or higher Need help Visit gohelp.discovery.com. Visitor Agreement: https: corporate.discovery.com visitor agreement Privacy Notice: https: corporate.discovery.com privacy policy California Privacy Notice: https: corporate.discovery.com privacy policy cappi California Do Not Sell My Personal Info: https: corporate.discovery.com california_dns We may work with third party advertising companies and other partners that help us deliver tailored advertisements to you. To opt out of behavioral tracking on mobile devices you may use the DAA AppChoices Tool available at http: www.aboutads.info appchoices. This app features Nielsen s proprietary measurement software which will allow you to contribute to market research such as Nielsen TV Ratings. To opt out of Nielsen measurement on mobile devices visit Nielsen s mobile opt out page at https: sites.nielsen.com legal privacy statement nielsen_app_output .
