app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,app_description
6444537508,1000800000185949,Groups Control Groups Streaming Apps UNIFYD TV,Entertainment,2022-12-05,2022-12-05,76.59,1,1,0,1,UNIFYD TV has a rapidly growing library of over 1 000 titles including original series eye opening documentaries consciousness expanding workshops guided meditations and so much more! Already a Member Sign In to access your subscription. New Try it for free! Subscribe in the app to get instant access. UNIFYD TV offers auto renewing subscriptions. You ll receive unlimited access to content on all your devices. Payment is charged to your account at confirmation of purchase. Pricing varies by location and is confirmed prior to purchase. Subscription automatically renews each month unless canceled at least 24 hours before the end of the current billing period or the trial period when offered . Cancel anytime in Account Settings. For more information see our: Terms of Service: https: unifyd.tv pages terms and conditions Privacy Policy: https: unifyd.tv privacy policy
