ngram,frequency
"('self', 'care', 'mental', 'health')",5
"('service', 'privacy', 'policy', 'terms')",5
"('settings', 'purchase', 'privacy', 'policy')",5
"('subscription', 'free', 'trial', 'period')",5
"('subscription', 'price', 'within', 'hours')",5
"('subscription', 'publication', 'applicable', 'privacy')",5
"('subscription', 'turn', 'auto', 'renewal')",5
"('subscriptions', 'turn', 'auto', 'renewal')",5
"('total', 'amount', 'subscription', 'charged')",5
"('total', 'subscription', 'price', 'within')",5
"('trial', 'total', 'amount', 'subscription')",5
"('turned', 'going', 'account', 'settings')",5
"('unless', 'cancel', 'least', 'hours')",5
"('via', 'itunes', 'account', 'settings')",5
"('year', 'depending', 'subscription', 'level')",5
