ngram,frequency
"('best', 'app', 'ever')",83
"('app', 'ever', 'best')",53
"('ever', 'best', 'app')",53
"('love', 'app', 'much')",21
"('really', 'good', 'app')",21
"('using', 'apple', 'pencil')",19
"('really', 'like', 'app')",18
"('like', 'notes', 'app')",17
"('love', 'love', 'love')",16
"('really', 'love', 'app')",15
"('app', 'keeps', 'crashing')",14
"('every', 'time', 'try')",14
"('note', 'taking', 'app')",14
"('app', 'really', 'good')",13
"('ive', 'using', 'app')",13
"('use', 'apple', 'pencil')",13
"('way', 'way', 'way')",13
"('best', 'thing', 'ever')",12
"('great', 'app', 'use')",12
"('overall', 'great', 'app')",12
"('download', 'download', 'download')",11
"('using', 'ipad', 'pro')",11
"('draw', 'whatever', 'want')",10
"('would', 'like', 'see')",10
"('would', 'love', 'see')",10
"('draw', 'anything', 'want')",9
"('im', 'using', 'ipad')",9
"('iphone', 'pro', 'max')",9
"('would', 'definitely', 'recommend')",9
"('love', 'app', 'use')",8
"('love', 'free', 'form')",8
"('love', 'using', 'app')",8
"('make', 'whatever', 'want')",8
"('otherwise', 'great', 'app')",8
"('overall', 'good', 'app')",8
"('really', 'like', 'freeform')",8
"('started', 'using', 'app')",8
"('would', 'nice', 'able')",8
"('writing', 'apple', 'pencil')",8
"('app', 'amazing', 'love')",7
"('app', 'great', 'potential')",7
"('app', 'lot', 'potential')",7
"('app', 'much', 'potential')",7
"('apple', 'pencil', 'ipad')",7
"('best', 'drawing', 'app')",7
"('doesnt', 'work', 'well')",7
"('finger', 'tap', 'undo')",7
"('freeform', 'good', 'app')",7
"('freeform', 'great', 'app')",7
"('fun', 'easy', 'use')",7
"('great', 'app', 'love')",7
"('id', 'like', 'able')",7
"('love', 'app', 'great')",7
"('make', 'anything', 'want')",7
"('ready', 'prime', 'time')",7
"('really', 'enjoy', 'app')",7
"('really', 'fun', 'app')",7
"('really', 'recommend', 'app')",7
"('would', 'even', 'better')",7
"('would', 'much', 'better')",7
"('write', 'apple', 'pencil')",7
"('also', 'please', 'add')",6
"('app', 'ive', 'ever')",6
"('best', 'app', 'draw')",6
"('change', 'background', 'color')",6
"('dark', 'mode', 'would')",6
"('free', 'form', 'amazing')",6
"('freeform', 'amazing', 'app')",6
"('freeform', 'best', 'app')",6
"('fun', 'play', 'around')",6
"('hope', 'youre', 'enjoying')",6
"('im', 'happy', 'app')",6
"('ive', 'ever', 'used')",6
"('keep', 'good', 'work')",6
"('love', 'using', 'freeform')",6
"('making', 'mind', 'maps')",6
"('much', 'fun', 'draw')",6
"('note', 'taking', 'apps')",6
"('overall', 'pretty', 'good')",6
"('please', 'add', 'folders')",6
"('really', 'great', 'app')",6
"('think', 'great', 'app')",6
"('absolutely', 'love', 'app')",5
"('app', 'amazing', 'use')",5
"('app', 'could', 'use')",5
"('app', 'crashes', 'lot')",5
"('app', 'please', 'fix')",5
"('brand', 'new', 'ipad')",5
"('can', 'not', 'use')",5
"('dark', 'mode', 'please')",5
"('doesnt', 'even', 'work')",5
"('doesnt', 'work', 'properly')",5
"('dont', 'waste', 'time')",5
"('every', 'time', 'open')",5
"('every', 'time', 'use')",5
"('feel', 'like', 'app')",5
"('feel', 'like', 'apple')",5
"('first', 'started', 'using')",5
"('free', 'form', 'great')",5
"('gen', 'apple', 'pencil')",5
"('get', 'better', 'drawing')",5
"('good', 'app', 'use')",5
"('great', 'app', 'think')",5
"('great', 'note', 'taking')",5
"('helps', 'stay', 'organized')",5
"('im', 'trying', 'use')",5
"('ive', 'using', 'freeform')",5
"('like', 'app', 'lot')",5
"('like', 'dark', 'mode')",5
"('love', 'app', 'draw')",5
"('love', 'app', 'fun')",5
"('love', 'app', 'make')",5
"('love', 'app', 'would')",5
"('love', 'love', 'app')",5
"('many', 'different', 'things')",5
"('move', 'things', 'around')",5
"('notes', 'app', 'like')",5
"('people', 'good', 'people')",5
"('please', 'fix', 'bug')",5
"('thank', 'making', 'app')",5
"('time', 'open', 'app')",5
"('use', 'app', 'almost')",5
"('use', 'app', 'lot')",5
"('use', 'app', 'make')",5
"('use', 'free', 'form')",5
"('using', 'app', 'ipad')",5
"('works', 'really', 'well')",5
"('would', 'better', 'could')",5
"('would', 'love', 'able')",5
"('would', 'recommend', 'app')",5
