ngram,frequency
"('love', 'app')",265
"('great', 'app')",171
"('apple', 'pencil')",169
"('good', 'app')",126
"('best', 'app')",125
"('use', 'app')",103
"('app', 'ever')",102
"('notes', 'app')",99
"('please', 'fix')",96
"('easy', 'use')",89
"('free', 'form')",89
"('dark', 'mode')",86
"('using', 'app')",84
"('app', 'great')",83
"('can', 'not')",83
"('please', 'add')",83
"('like', 'app')",77
"('really', 'good')",75
"('dont', 'know')",74
"('app', 'good')",73
"('really', 'like')",69
"('ipad', 'pro')",67
"('app', 'really')",65
"('every', 'time')",64
"('app', 'amazing')",62
"('drawing', 'app')",62
"('love', 'freeform')",61
"('would', 'like')",61
"('note', 'taking')",60
"('would', 'great')",58
"('amazing', 'app')",57
"('doesnt', 'work')",54
"('app', 'like')",53
"('ever', 'best')",53
"('like', 'notes')",51
"('would', 'love')",49
"('app', 'use')",48
"('app', 'crashes')",46
"('nice', 'app')",45
"('app', 'would')",44
"('sticky', 'notes')",43
"('use', 'freeform')",42
"('app', 'much')",41
"('would', 'nice')",41
"('love', 'much')",40
"('take', 'notes')",40
"('whatever', 'want')",40
"('one', 'thing')",39
"('wish', 'could')",39
"('pretty', 'good')",38
"('really', 'fun')",38
"('keeps', 'crashing')",37
"('like', 'freeform')",37
"('app', 'draw')",35
"('feel', 'like')",35
"('much', 'fun')",35
"('im', 'sure')",34
"('infinite', 'canvas')",34
"('app', 'love')",33
"('cant', 'even')",33
"('love', 'love')",33
"('would', 'recommend')",33
"('many', 'things')",32
"('recommend', 'app')",32
"('anything', 'want')",31
"('freeform', 'app')",31
"('make', 'app')",31
"('pressure', 'sensitivity')",31
"('app', 'make')",30
"('dont', 'like')",30
"('freeform', 'great')",30
"('love', 'drawing')",30
"('really', 'love')",30
"('using', 'freeform')",30
"('apps', 'like')",29
"('could', 'use')",29
"('love', 'draw')",29
"('app', 'keeps')",28
"('app', 'lot')",28
"('apple', 'notes')",28
"('best', 'thing')",28
"('dont', 'want')",28
"('mind', 'maps')",28
"('much', 'better')",28
"('really', 'great')",28
"('app', 'apple')",27
"('app', 'needs')",27
"('five', 'stars')",27
"('im', 'using')",27
"('taking', 'notes')",27
"('app', 'also')",26
"('app', 'doesnt')",26
"('fun', 'app')",26
"('ive', 'using')",26
"('started', 'using')",26
"('using', 'apple')",26
"('would', 'also')",26
"('app', 'cant')",25
"('app', 'could')",25
"('fun', 'use')",25
"('home', 'screen')",25
"('love', 'using')",25
"('really', 'cool')",25
"('would', 'make')",25
"('app', 'fun')",24
"('export', 'pdf')",24
"('get', 'app')",24
"('please', 'make')",24
"('something', 'like')",24
"('using', 'ipad')",24
"('app', 'allows')",23
"('app', 'ipad')",23
"('freeform', 'good')",23
"('fun', 'draw')",23
"('things', 'like')",23
"('app', 'best')",22
"('awesome', 'app')",22
"('could', 'add')",22
"('draw', 'anything')",22
"('hard', 'use')",22
"('im', 'bored')",22
"('like', 'draw')",22
"('little', 'bit')",22
"('thank', 'much')",22
"('think', 'app')",22
"('app', 'dont')",21
"('app', 'useful')",21
"('cant', 'get')",21
