ngram,frequency
"('end', 'end')",96
"('video', 'calls')",83
"('privacy', 'policy')",63
"('voice', 'video')",63
"('voice', 'chat')",57
"('new', 'friends')",55
"('phone', 'number')",55
"('end', 'encryption')",54
"('friends', 'family')",53
"('video', 'chat')",50
"('group', 'chats')",48
"('messaging', 'app')",47
"('terms', 'use')",44
"('photos', 'videos')",42
"('group', 'chat')",41
"('end', 'current')",40
"('real', 'time')",38
"('policy', 'https')",36
"('audio', 'video')",33
"('current', 'period')",33
"('end', 'encrypted')",33
"('high', 'quality')",33
"('new', 'people')",33
"('around', 'world')",32
"('chat', 'room')",32
"('qr', 'code')",32
"('voice', 'messages')",31
"('chat', 'app')",30
"('itunes', 'account')",30
"('meet', 'new')",30
"('use', 'https')",28
"('can', 'not')",26
"('personal', 'information')",26
"('open', 'source')",25
"('voice', 'calls')",25
"('contact', 'us')",24
"('send', 'receive')",24
"('within', 'hours')",24
"('account', 'settings')",23
"('auto', 'renewal')",23
"('current', 'subscription')",23
"('easy', 'use')",23
"('instant', 'messaging')",23
"('subscription', 'period')",23
"('chat', 'rooms')",22
"('prior', 'end')",22
"('account', 'charged')",21
"('hours', 'prior')",21
"('chat', 'friends')",20
"('hours', 'end')",20
"('least', 'hours')",20
"('send', 'messages')",20
"('text', 'messages')",20
"('charged', 'itunes')",19
"('charged', 'renewal')",19
"('payment', 'charged')",19
"('phone', 'numbers')",19
"('renewal', 'within')",19
"('social', 'media')",19
"('whatsapp', 'telegram')",19
"('account', 'confirmation')",18
"('auto', 'renew')",18
"('confirmation', 'purchase')",18
"('loved', 'ones')",18
"('messages', 'photos')",18
"('subscription', 'automatically')",18
"('video', 'call')",18
"('live', 'video')",17
"('e', 'mail')",16
"('one', 'one')",16
"('send', 'text')",16
"('video', 'voice')",16
"('active', 'subscription')",15
"('automatically', 'renews')",15
"('free', 'trial')",15
"('g', 'g')",15
"('group', 'voice')",15
"('live', 'chat')",15
"('make', 'new')",15
"('messenger', 'app')",15
"('peer', 'peer')",15
"('people', 'around')",15
"('say', 'hello')",15
"('self', 'destruct')",15
"('telegram', 'messenger')",15
"('turned', 'least')",15
"('unless', 'auto')",15
"('video', 'calling')",15
"('hello', 'yo')",14
"('messages', 'calls')",14
"('personal', 'data')",14
"('send', 'message')",14
"('stay', 'connected')",14
"('terms', 'service')",14
"('unused', 'portion')",14
"('video', 'messages')",14
"('anytime', 'anywhere')",13
"('around', 'globe')",13
"('dating', 'app')",13
"('purchase', 'subscription')",13
"('renew', 'turned')",13
"('settings', 'purchase')",13
"('start', 'chatting')",13
"('text', 'voice')",13
"('third', 'parties')",13
"('trial', 'period')",13
"('address', 'book')",12
"('chat', 'people')",12
"('find', 'new')",12
"('group', 'calls')",12
"('keep', 'touch')",12
"('make', 'friends')",12
"('people', 'world')",12
"('portion', 'free')",12
"('privacy', 'security')",12
"('private', 'messaging')",12
"('renews', 'unless')",12
"('secure', 'messaging')",12
"('wi', 'fi')",12
"('app', 'allows')",11
"('calling', 'app')",11
"('data', 'charges')",11
"('dream', 'chat')",11
"('family', 'friends')",11
"('free', 'messaging')",11
"('group', 'members')",11
"('one', 'click')",11
"('period', 'account')",11
"('period', 'offered')",11
"('private', 'chat')",11
"('private', 'messages')",11
"('private', 'messenger')",11
"('send', 'voice')",11
"('simplex', 'chat')",11
"('status', 'messages')",11
"('anonymous', 'chat')",10
"('app', 'features')",10
"('cancellation', 'current')",10
"('charges', 'may')",10
"('chat', 'history')",10
"('contact', 'list')",10
"('create', 'group')",10
"('find', 'friends')",10
"('hello', 'pal')",10
"('manage', 'subscription')",10
"('may', 'apply')",10
"('may', 'turned')",10
"('n', 'gage')",10
"('offered', 'forfeited')",10
"('please', 'contact')",10
"('purchases', 'subscription')",10
"('quality', 'voice')",10
"('renewal', 'may')",10
"('secure', 'communication')",10
"('secure', 'messenger')",10
"('secure', 'private')",10
"('stay', 'touch')",10
"('touch', 'friends')",10
"('user', 'data')",10
"('user', 'purchases')",10
"('videos', 'documents')",10
"('whatsapp', 'messenger')",10
"('allowed', 'active')",9
"('chatting', 'app')",9
"('communicate', 'friends')",9
"('delta', 'chat')",9
"('follow', 'us')",9
"('forfeited', 'user')",9
"('friends', 'world')",9
"('messages', 'send')",9
"('neeo', 'messenger')",9
"('scan', 'qr')",9
"('secret', 'chats')",9
"('share', 'moments')",9
"('share', 'photos')",9
"('spy', 'messages')",9
"('subscription', 'allowed')",9
"('subscription', 'publication')",9
"('text', 'chat')",9
"('text', 'message')",9
"('use', 'end')",9
"('video', 'chats')",9
"('virtual', 'gifts')",9
"('web', 'version')",9
"('website', 'https')",9
"('access', 'data')",8
"('across', 'devices')",8
"('anywhere', 'world')",8
"('app', 'store')",8
"('audio', 'messages')",8
"('calls', 'messages')",8
"('calls', 'people')",8
"('chats', 'people')",8
"('connect', 'friends')",8
"('disappearing', 'messages')",8
"('every', 'day')",8
"('every', 'message')",8
"('family', 'colleagues')",8
"('group', 'video')",8
"('highly', 'secure')",8
"('internet', 'connection')",8
"('invite', 'friends')",8
"('like', 'minded')",8
"('make', 'calls')",8
"('messages', 'friends')",8
"('number', 'email')",8
"('photo', 'video')",8
"('please', 'note')",8
"('policy', 'terms')",8
"('protect', 'privacy')",8
"('receive', 'messages')",8
"('secret', 'chat')",8
"('sending', 'receiving')",8
"('service', 'https')",8
"('share', 'files')",8
"('social', 'network')",8
"('terms', 'privacy')",8
"('use', 'app')",8
"('use', 'whatsapp')",8
"('users', 'chat')",8
"('across', 'world')",7
"('app', 'free')",7
"('chat', 'group')",7
"('chat', 'strangers')",7
"('chat', 'voice')",7
"('choose', 'purchase')",7
"('communication', 'platform')",7
"('cost', 'renewal')",7
"('create', 'groups')",7
"('discover', 'new')",7
"('encrypted', 'messages')",7
"('face', 'face')",7
"('facebook', 'https')",7
"('feel', 'free')",7
"('file', 'sharing')",7
"('free', 'open')",7
"('free', 'unlimited')",7
"('free', 'voice')",7
"('friends', 'share')",7
"('https', 'wwwfacebookcom')",7
"('identify', 'cost')",7
"('images', 'videos')",7
"('intended', 'recipient')",7
"('interesting', 'people')",7
"('key', 'features')",7
"('language', 'barrier')",7
"('language', 'exchange')",7
"('may', 'vary')",7
"('meeting', 'new')",7
"('messages', 'app')",7
"('messages', 'read')",7
"('messages', 'voice')",7
"('messaging', 'experience')",7
"('mobile', 'app')",7
"('mobile', 'desktop')",7
"('monthly', 'subscription')",7
"('period', 'identify')",7
"('period', 'manage')",7
"('privacy', 'terms')",7
"('prying', 'eyes')",7
"('publication', 'applicable')",7
"('push', 'notifications')",7
"('quality', 'audio')",7
"('share', 'location')",7
"('store', 'purchase')",7
"('stylish', 'text')",7
"('sudo', 'sudo')",7
"('telegram', 'app')",7
"('third', 'party')",7
"('use', 'privacy')",7
"('voice', 'call')",7
"('allows', 'users')",6
"('app', 'also')",6
"('app', 'download')",6
"('app', 'need')",6
"('apple', 'watch')",6
"('auto', 'renewable')",6
"('become', 'friends')",6
"('burn', 'reading')",6
"('calls', 'send')",6
"('calls', 'video')",6
"('chat', 'features')",6
"('chat', 'flirt')",6
"('chat', 'new')",6
"('chat', 'real')",6
"('chat', 'video')",6
"('coming', 'soon')",6
"('complete', 'privacy')",6
"('cross', 'platform')",6
"('crystal', 'clear')",6
"('dating', 'apps')",6
"('developed', 'independent')",6
"('email', 'address')",6
"('email', 'addresses')",6
"('email', 'support')",6
"('email', 'us')",6
"('encrypted', 'chat')",6
"('encrypted', 'sudo')",6
"('encrypted', 'voice')",6
"('encryption', 'technology')",6
"('enjoy', 'voice')",6
"('every', 'time')",6
"('favorite', 'idol')",6
"('feature', 'loaded')",6
"('find', 'interesting')",6
"('find', 'people')",6
"('free', 'text')",6
"('free', 'video')",6
"('friends', 'meet')",6
"('full', 'control')",6
"('going', 'account')",6
"('https', 'githubcom')",6
"('independent', 'developer')",6
"('landa', 'messenger')",6
"('loaded', 'web')",6
"('main', 'features')",6
"('making', 'friends')",6
"('managed', 'user')",6
"('may', 'managed')",6
"('messages', 'end')",6
"('messages', 'text')",6
"('messaging', 'apps')",6
"('messenger', 'whatsapp')",6
"('mobile', 'phone')",6
"('nandbox', 'messenger')",6
"('native', 'speakers')",6
"('one', 'group')",6
"('people', 'chat')",6
"('people', 'nearby')",6
"('people', 'want')",6
"('period', 'unused')",6
"('play', 'games')",6
"('please', 'visit')",6
"('privacy', 'protection')",6
"('privacy', 'seriously')",6
"('private', 'group')",6
"('private', 'information')",6
"('random', 'video')",6
"('reach', 'us')",6
"('read', 'intended')",6
"('read', 'messages')",6
"('renewable', 'subscription')",6
"('right', 'away')",6
"('share', 'favorite')",6
"('share', 'friends')",6
"('simple', 'fast')",6
"('simple', 'reliable')",6
"('simple', 'secure')",6
"('social', 'networking')",6
"('source', 'code')",6
"('state', 'art')",6
"('subscription', 'usd')",6
"('subscriptions', 'may')",6
"('sudo', 'private')",6
"('telegram', 'account')",6
"('terms', 'https')",6
"('text', 'picture')",6
"('tool', 'whatsapp')",6
"('turned', 'going')",6
"('unofficial', 'tool')",6
"('usd', 'month')",6
"('user', 'auto')",6
"('version', 'published')",6
"('videos', 'photos')",6
"('visit', 'https')",6
"('want', 'chat')",6
"('way', 'send')",6
"('anyone', 'else')",5
"('app', 'lets')",5
"('apple', 'id')",5
"('apply', 'contact')",5
"('audio', 'chat')",5
"('blockchain', 'technology')",5
"('brand', 'new')",5
"('calls', 'enjoy')",5
"('calls', 'free')",5
"('calls', 'friends')",5
"('charged', 'apple')",5
"('chat', 'chat')",5
"('chat', 'messages')",5
"('chat', 'send')",5
"('chat', 'share')",5
"('chats', 'calls')",5
"('cloud', 'storage')",5
"('connect', 'people')",5
"('connected', 'internet')",5
"('contact', 'provider')",5
"('content', 'messages')",5
"('crypto', 'wallet')",5
"('dark', 'mode')",5
"('data', 'stored')",5
"('dev', 'stdeula')",5
"('dim', 'network')",5
"('download', 'app')",5
"('dual', 'web')",5
"('en', 'terms')",5
"('encryption', 'key')",5
"('enjoy', 'free')",5
"('expand', 'social')",5
"('fast', 'secure')",5
"('features', 'free')",5
"('feedback', 'questions')",5
"('fi', 'connection')",5
"('find', 'language')",5
"('foreign', 'friends')",5
"('free', 'app')",5
"('free', 'chat')",5
"('free', 'download')",5
"('free', 'vpn')",5
"('friends', 'around')",5
"('friends', 'colleagues')",5
"('g', 'wi')",5
"('gage', 'messenger')",5
"('get', 'latest')",5
"('get', 'started')",5
"('give', 'third')",5
"('going', 'user')",5
"('group', 'messaging')",5
"('high', 'definition')",5
"('https', 'tme')",5
"('https', 'wwwapplecom')",5
"('image', 'text')",5
"('incognito', 'private')",5
"('individual', 'group')",5
"('information', 'security')",5
"('instant', 'video')",5
"('internet', 'services')",5
"('ip', 'address')",5
"('itunes', 'dev')",5
"('language', 'partners')",5
"('legal', 'internet')",5
"('live', 'voice')",5
"('make', 'secure')",5
"('man', 'middle')",5
"('many', 'people')",5
"('media', 'files')",5
"('meet', 'people')",5
"('meet', 'singles')",5
"('messages', 'free')",5
"('messages', 'share')",5
"('messages', 'video')",5
"('messages', 'videos')",5
"('minded', 'people')",5
"('month', 'month')",5
"('multimedia', 'messages')",5
"('new', 'features')",5
"('new', 'way')",5
"('nextcloud', 'talk')",5
"('not', 'cancel')",5
"('one', 'place')",5
"('parties', 'access')",5
"('people', 'share')",5
"('perfect', 'match')",5
"('phone', 'connected')",5
"('phones', 'tablets')",5
"('policy', 'http')",5
"('privacy', 'https')",5
"('privacy', 'settings')",5
"('privacyhtml', 'terms')",5
"('private', 'browsers')",5
"('provider', 'details')",5
"('purchase', 'unused')",5
"('quality', 'video')",5
"('rakuten', 'viber')",5
"('relay', 'servers')",5
"('reliable', 'messaging')",5
"('say', 'hi')",5
"('secure', 'encrypted')",5
"('secure', 'way')",5
"('security', 'privacy')",5
"('send', 'texts')",5
"('send', 'unlimited')",5
"('sensitive', 'data')",5
"('services', 'itunes')",5
"('settings', 'app')",5
"('share', 'interests')",5
"('share', 'media')",5
"('share', 'personal')",5
"('similar', 'interests')",5
"('simple', 'easy')",5
"('social', 'circle')",5
"('start', 'using')",5
"('sticker', 'gif')",5
"('subscription', 'price')",5
"('sudo', 'comms')",5
"('sudo', 'email')",5
"('sudo', 'handles')",5
"('take', 'privacy')",5
"('text', 'photos')",5
"('text', 'video')",5
"('texting', 'app')",5
"('threema', 'work')",5
"('time', 'translation')",5
"('turn', 'auto')",5
"('twitter', 'https')",5
"('ultra', 'messenger')",5
"('us', 'feedback')",5
"('usd', 'months')",5
"('user', 'account')",5
"('using', 'app')",5
"('video', 'group')",5
"('videos', 'files')",5
"('virtual', 'cards')",5
"('voice', 'group')",5
"('voice', 'text')",5
"('want', 'meet')",5
"('want', 'share')",5
"('web', 'messenger')",5
"('whatsapp', 'web')",5
"('world', 'chat')",5
"('wwwapplecom', 'legal')",5
"('xter', 'texter')",5
"('yearly', 'subscription')",5
"('zip', 'etc')",5
