app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,updates_per_month,function_updates_per_month,time_dummy_1,time_dummy_2,time_dummy_3,time_dummy_4,time_dummy_5,time_dummy_6,time_dummy_7,time_dummy_8,month_indicator,affected,after_entry,elapsed_avg_days,avg_age_days
1420836996,0,2U.Chat Make Foreign Friends,Social Networking,2018-08-16,2018-08-15,207.05,23,0,0,0,1,0,1,0,0,0,0,0,0,0,month_1,0,0,1427,1532.0
1420836996,0,2U.Chat Make Foreign Friends,Social Networking,2018-08-16,2018-08-15,207.05,23,0,0,0,0,0,0,1,0,0,0,0,0,0,month_2,0,0,1457,1532.0
1420836996,0,2U.Chat Make Foreign Friends,Social Networking,2018-08-16,2018-08-15,207.05,23,0,0,0,0,0,0,0,1,0,0,0,0,0,month_3,0,0,1487,1532.0
1420836996,0,2U.Chat Make Foreign Friends,Social Networking,2018-08-16,2018-08-15,207.05,23,0,0,0,1,0,0,0,0,1,0,0,0,0,month_4,0,0,1517,1532.0
1420836996,0,2U.Chat Make Foreign Friends,Social Networking,2018-08-16,2018-08-15,207.05,23,0,0,0,1,0,0,0,0,0,1,0,0,0,month_5,0,1,1547,1532.0
1420836996,0,2U.Chat Make Foreign Friends,Social Networking,2018-08-16,2018-08-15,207.05,23,0,0,0,0,0,0,0,0,0,0,1,0,0,month_6,0,1,1577,1532.0
1420836996,0,2U.Chat Make Foreign Friends,Social Networking,2018-08-16,2018-08-15,207.05,23,0,0,0,0,0,0,0,0,0,0,0,1,0,month_7,0,1,1607,1532.0
1420836996,0,2U.Chat Make Foreign Friends,Social Networking,2018-08-16,2018-08-15,207.05,23,0,0,0,1,0,0,0,0,0,0,0,0,1,month_8,0,1,1637,1532.0
1481921442,0,68 Messenger,Social Networking,2019-10-04,2019-10-04,150.64,5,0,0,0,0,0,1,0,0,0,0,0,0,0,month_1,0,0,1011,1116.0
1481921442,0,68 Messenger,Social Networking,2019-10-04,2019-10-04,150.64,5,0,0,0,0,0,0,1,0,0,0,0,0,0,month_2,0,0,1041,1116.0
1481921442,0,68 Messenger,Social Networking,2019-10-04,2019-10-04,150.64,5,0,0,0,0,0,0,0,1,0,0,0,0,0,month_3,0,0,1071,1116.0
1481921442,0,68 Messenger,Social Networking,2019-10-04,2019-10-04,150.64,5,0,0,0,0,0,0,0,0,1,0,0,0,0,month_4,0,0,1101,1116.0
1481921442,0,68 Messenger,Social Networking,2019-10-04,2019-10-04,150.64,5,0,0,0,0,0,0,0,0,0,1,0,0,0,month_5,0,1,1131,1116.0
1481921442,0,68 Messenger,Social Networking,2019-10-04,2019-10-04,150.64,5,0,0,0,0,0,0,0,0,0,0,1,0,0,month_6,0,1,1161,1116.0
1481921442,0,68 Messenger,Social Networking,2019-10-04,2019-10-04,150.64,5,0,0,0,2,0,0,0,0,0,0,0,1,0,month_7,0,1,1191,1116.0
1481921442,0,68 Messenger,Social Networking,2019-10-04,2019-10-04,150.64,5,0,0,0,0,0,0,0,0,0,0,0,0,1,month_8,0,1,1221,1116.0
1594154195,0,7Hz Live Voice Chat Room,Social Networking,2021-12-27,2021-12-23,97.55,2,0,0,1,2,0,1,0,0,0,0,0,0,0,month_1,0,0,200,305.0
1594154195,0,7Hz Live Voice Chat Room,Social Networking,2021-12-27,2021-12-23,97.55,2,0,0,1,0,0,0,1,0,0,0,0,0,0,month_2,0,0,230,305.0
1594154195,0,7Hz Live Voice Chat Room,Social Networking,2021-12-27,2021-12-23,97.55,2,0,0,1,0,0,0,0,1,0,0,0,0,0,month_3,0,0,260,305.0
1594154195,0,7Hz Live Voice Chat Room,Social Networking,2021-12-27,2021-12-23,97.55,2,0,0,1,0,0,0,0,0,1,0,0,0,0,month_4,0,0,290,305.0
1594154195,0,7Hz Live Voice Chat Room,Social Networking,2021-12-27,2021-12-23,97.55,2,0,0,1,0,0,0,0,0,0,1,0,0,0,month_5,0,1,320,305.0
1594154195,0,7Hz Live Voice Chat Room,Social Networking,2021-12-27,2021-12-23,97.55,2,0,0,1,0,0,0,0,0,0,0,1,0,0,month_6,0,1,350,305.0
