ngram,frequency
"('note', 'taking')",78
"('privacy', 'policy')",74
"('mind', 'maps')",64
"('mind', 'map')",62
"('apple', 'pencil')",58
"('real', 'time')",53
"('end', 'current')",50
"('policy', 'https')",47
"('terms', 'use')",43
"('current', 'period')",41
"('iphone', 'ipad')",40
"('itunes', 'account')",39
"('easy', 'use')",37
"('hours', 'end')",36
"('mind', 'mapping')",35
"('least', 'hours')",32
"('take', 'notes')",32
"('notes', 'app')",31
"('handwritten', 'notes')",30
"('account', 'settings')",29
"('use', 'https')",28
"('subscription', 'automatically')",26
"('subscription', 'period')",26
"('contact', 'us')",23
"('terms', 'service')",23
"('current', 'subscription')",22
"('drag', 'drop')",22
"('free', 'trial')",22
"('ipad', 'iphone')",22
"('within', 'hours')",22
"('share', 'notes')",21
"('account', 'charged')",20
"('hours', 'prior')",20
"('service', 'https')",20
"('across', 'devices')",19
"('app', 'store')",19
"('prior', 'end')",19
"('undo', 'redo')",19
"('apple', 'id')",18
"('dark', 'mode')",18
"('lynx', 'whiteboard')",18
"('renewal', 'within')",18
"('sticky', 'notes')",18
"('auto', 'renewal')",17
"('automatically', 'renew')",17
"('charged', 'renewal')",17
"('cloud', 'storage')",17
"('google', 'drive')",17
"('pdf', 'files')",17
"('infinite', 'canvas')",16
"('organize', 'notes')",16
"('purchase', 'subscription')",16
"('settings', 'purchase')",16
"('auto', 'renew')",15
"('capture', 'ideas')",15
"('confirmation', 'purchase')",15
"('key', 'features')",15
"('one', 'click')",15
"('payment', 'charged')",15
"('taking', 'app')",15
"('typed', 'text')",15
"('account', 'confirmation')",14
"('charged', 'itunes')",14
"('icloud', 'sync')",14
"('period', 'account')",14
"('share', 'ideas')",14
"('terms', 'conditions')",14
"('hand', 'drawn')",13
"('ipad', 'mac')",13
"('one', 'time')",13
"('unless', 'auto')",13
"('writing', 'experience')",13
"('add', 'images')",12
"('anytime', 'anywhere')",12
"('cancel', 'subscription')",12
"('copy', 'paste')",12
"('dev', 'stdeula')",12
"('https', 'wwwapplecom')",12
"('icloud', 'drive')",12
"('internet', 'services')",12
"('itunes', 'dev')",12
"('legal', 'internet')",12
"('metamoji', 'note')",12
"('one', 'place')",12
"('renews', 'unless')",12
"('services', 'itunes')",12
"('turned', 'least')",12
"('unless', 'canceled')",12
"('wwwapplecom', 'legal')",12
"('automatically', 'renews')",11
"('collaborate', 'real')",11
"('export', 'pdf')",11
"('feel', 'free')",11
"('may', 'vary')",11
"('new', 'ideas')",11
"('organize', 'ideas')",11
"('privacy', 'terms')",11
"('pro', 'version')",11
"('renew', 'unless')",11
"('side', 'side')",11
"('simple', 'easy')",11
"('team', 'members')",11
"('web', 'pages')",11
"('canceled', 'least')",10
"('create', 'notes')",10
"('handwriting', 'recognition')",10
"('import', 'pdf')",10
"('mindmap', 'maker')",10
"('notes', 'writer')",10
"('pdf', 'documents')",10
"('policy', 'terms')",10
"('shape', 'recognition')",10
"('skiff', 'pages')",10
"('taking', 'notes')",10
"('text', 'boxes')",10
"('text', 'images')",10
"('trial', 'period')",10
"('access', 'notes')",9
"('active', 'subscription')",9
"('annotate', 'pdfs')",9
"('anywhere', 'anytime')",9
"('automatic', 'renewal')",9
"('easily', 'create')",9
"('id', 'account')",9
"('ipad', 'apple')",9
"('manage', 'notes')",9
"('notes', 'notebooks')",9
"('one', 'tap')",9
"('renew', 'turned')",9
"('shapes', 'lines')",9
"('sync', 'notes')",9
"('turn', 'auto')",9
"('unused', 'portion')",9
"('view', 'edit')",9
"('within', 'app')",9
"('yearly', 'subscription')",9
"('also', 'available')",8
"('app', 'also')",8
"('app', 'designed')",8
"('app', 'purchase')",8
"('audio', 'recordings')",8
"('create', 'mind')",8
"('cross', 'platform')",8
"('export', 'notes')",8
"('gitmind', 'ai')",8
"('images', 'pdf')",8
"('ipad', 'pro')",8
"('mobile', 'device')",8
"('monthly', 'yearly')",8
"('notes', 'create')",8
"('perfect', 'shapes')",8
"('plain', 'text')",8
"('record', 'audio')",8
"('sketch', 'ideas')",8
"('subscription', 'price')",8
"('sync', 'across')",8
"('terms', 'privacy')",8
"('text', 'search')",8
"('time', 'collaboration')",8
"('touch', 'id')",8
"('virtual', 'whiteboard')",8
"('write', 'notes')",8
"('ai', 'assistant')",7
"('app', 'helps')",7
"('camera', 'roll')",7
"('charged', 'apple')",7
"('conditions', 'https')",7
"('create', 'beautiful')",7
"('create', 'new')",7
"('digital', 'notebook')",7
"('digital', 'notes')",7
"('distraction', 'free')",7
"('documents', 'notes')",7
"('drawing', 'tools')",7
"('easily', 'share')",7
"('easy', 'share')",7
"('end', 'end')",7
"('endless', 'paper')",7
"('face', 'id')",7
"('font', 'size')",7
"('fountain', 'pen')",7
"('friends', 'family')",7
"('full', 'text')",7
"('images', 'pdfs')",7
"('images', 'photos')",7
"('insert', 'images')",7
"('jpg', 'png')",7
"('let', 'us')",7
"('makes', 'easy')",7
"('manage', 'subscriptions')",7
"('monthly', 'subscription')",7
"('multiple', 'devices')",7
"('never', 'lose')",7
"('notes', 'add')",7
"('notes', 'even')",7
"('notes', 'use')",7
"('paper', 'templates')",7
"('pdf', 'file')",7
"('pdf', 'png')",7
"('pdf', 'text')",7
"('period', 'manage')",7
"('policy', 'http')",7
"('portion', 'free')",7
"('post', 'notes')",7
"('price', 'may')",7
"('share', 'mind')",7
"('share', 'others')",7
"('social', 'media')",7
"('stay', 'organized')",7
"('taking', 'experience')",7
"('us', 'know')",7
"('us', 'support')",7
"('use', 'notes')",7
"('user', 'friendly')",7
"('whiteboard', 'app')",7
"('whitelines', 'app')",7
"('wide', 'range')",7
"('access', 'anywhere')",6
"('add', 'notes')",6
"('allows', 'create')",6
"('audio', 'notes')",6
"('audio', 'video')",6
"('auto', 'renewing')",6
"('background', 'color')",6
"('cancel', 'subscriptions')",6
"('cancellation', 'current')",6
"('capture', 'notes')",6
"('collaborate', 'share')",6
"('cut', 'copy')",6
"('data', 'security')",6
"('draw', 'perfect')",6
"('draw', 'write')",6
"('edrawmind', 'mind')",6
"('email', 'us')",6
"('end', 'encrypted')",6
"('everything', 'need')",6
"('generate', 'new')",6
"('get', 'started')",6
"('get', 'unlimited')",6
"('ideas', 'quickly')",6
"('import', 'pdfs')",6
"('interactive', 'whiteboard')",6
"('invite', 'team')",6
"('make', 'sure')",6
"('manage', 'cancel')",6
"('manage', 'subscription')",6
"('meeting', 'minutes')",6
"('meeting', 'notes')",6
"('mindmap', 'outline')",6
"('move', 'resize')",6
"('multi', 'device')",6
"('multiple', 'formats')",6
"('need', 'help')",6
"('notebooks', 'folders')",6
"('notes', 'ideas')",6
"('notes', 'images')",6
"('offline', 'mode')",6
"('one', 'app')",6
"('open', 'source')",6
"('org', 'chart')",6
"('pdf', 'support')",6
"('pen', 'highlighter')",6
"('pen', 'paper')",6
"('pencil', 'finger')",6
"('please', 'contact')",6
"('please', 'feel')",6
"('post', 'app')",6
"('project', 'planning')",6
"('purchase', 'terms')",6
"('questions', 'suggestions')",6
"('reach', 'us')",6
"('save', 'drawings')",6
"('save', 'image')",6
"('share', 'documents')",6
"('share', 'export')",6
"('share', 'friends')",6
"('smooth', 'writing')",6
"('stylus', 'pen')",6
"('subscription', 'allowed')",6
"('subscriptions', 'going')",6
"('things', 'done')",6
"('unleash', 'creativity')",6
"('unlimited', 'number')",6
"('use', 'app')",6
"('using', 'icloud')",6
"('vary', 'location')",6
"('web', 'browser')",6
"('white', 'board')",6
"('work', 'together')",6
"('writing', 'drawing')",6
"('across', 'multiple')",5
"('add', 'photos')",5
"('add', 'sticky')",5
"('allowed', 'active')",5
"('app', 'allows')",5
"('app', 'please')",5
"('audio', 'recording')",5
"('automatically', 'renewed')",5
"('available', 'iphone')",5
"('best', 'ideas')",5
"('blackboard', 'app')",5
"('can', 'not')",5
"('capture', 'inspiration')",5
"('charged', 'credit')",5
"('cloud', 'based')",5
"('cloud', 'sync')",5
"('collaborate', 'others')",5
"('color', 'thickness')",5
"('cost', 'renewal')",5
"('create', 'edit')",5
"('create', 'manage')",5
"('create', 'notebooks')",5
"('create', 'share')",5
"('credit', 'card')",5
"('devices', 'create')",5
"('digital', 'notebooks')",5
"('documents', 'pdf')",5
"('documents', 'share')",5
"('drawing', 'pad')",5
"('dropbox', 'onedrive')",5
"('easy', 'understand')",5
"('edit', 'notes')",5
"('end', 'subscription')",5
"('enhance', 'productivity')",5
"('explain', 'everything')",5
"('export', 'documents')",5
"('facebook', 'twitter')",5
"('file', 'attachments')",5
"('file', 'formats')",5
"('files', 'folders')",5
"('files', 'images')",5
"('focus', 'mode')",5
"('folders', 'mode')",5
"('folders', 'subfolders')",5
"('free', 'contact')",5
"('free', 'use')",5
"('full', 'screen')",5
"('get', 'things')",5
"('get', 'touch')",5
"('going', 'account')",5
"('google', 'calendar')",5
"('handwriting', 'text')",5
"('handwriting', 'typed')",5
"('home', 'screen')",5
"('icloud', 'dropbox')",5
"('id', 'face')",5
"('ideas', 'notes')",5
"('ideas', 'visually')",5
"('intuitive', 'interface')",5
"('ios', 'device')",5
"('laser', 'pointer')",5
"('left', 'right')",5
"('lines', 'shapes')",5
"('local', 'first')",5
"('made', 'templates')",5
"('make', 'notes')",5
"('mapping', 'app')",5
"('markdown', 'documents')",5
"('members', 'edit')",5
"('need', 'create')",5
"('new', 'page')",5
"('notes', 'across')",5
"('notes', 'audio')",5
"('notes', 'class')",5
"('notes', 'digital')",5
"('notes', 'documents')",5
"('notes', 'lists')",5
"('notes', 'notes')",5
"('notes', 'pdf')",5
"('notes', 'sketches')",5
"('organize', 'thoughts')",5
"('paper', 'documents')",5
