app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,updates_per_month,function_updates_per_month,time_dummy_1,time_dummy_2,time_dummy_3,time_dummy_4,time_dummy_5,time_dummy_6,time_dummy_7,time_dummy_8,month_indicator,affected,after_entry,elapsed_avg_days,avg_age_days,app_unique,month_unique,log_avg_age_days,log_updates_per_month,log_elapsed_avg_days
604395964,0,12 WhiteBoards,Utilities,2013-02-23,2013-02-23,5.05,2,0,0,0,0,0,1,0,0,0,0,0,0,0,month_1,1,0,3426,3531.0,604395964,month_1,8.169336395928386,0.0,8.139148678884066
604395964,0,12 WhiteBoards,Utilities,2013-02-23,2013-02-23,5.05,2,0,0,0,0,0,0,1,0,0,0,0,0,0,month_2,1,0,3456,3531.0,604395964,month_2,8.169336395928386,0.0,8.147867129923947
604395964,0,12 WhiteBoards,Utilities,2013-02-23,2013-02-23,5.05,2,0,0,0,0,0,0,0,1,0,0,0,0,0,month_3,1,0,3486,3531.0,604395964,month_3,8.169336395928386,0.0,8.156510226079966
604395964,0,12 WhiteBoards,Utilities,2013-02-23,2013-02-23,5.05,2,0,0,0,0,0,0,0,0,1,0,0,0,0,month_4,1,0,3516,3531.0,604395964,month_4,8.169336395928386,0.0,8.165079258805068
604395964,0,12 WhiteBoards,Utilities,2013-02-23,2013-02-23,5.05,2,0,0,0,0,0,0,0,0,0,1,0,0,0,month_5,1,1,3546,3531.0,604395964,month_5,8.169336395928386,0.0,8.173575486634153
604395964,0,12 WhiteBoards,Utilities,2013-02-23,2013-02-23,5.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0,month_6,1,1,3576,3531.0,604395964,month_6,8.169336395928386,0.0,8.182000136293405
604395964,0,12 WhiteBoards,Utilities,2013-02-23,2013-02-23,5.05,2,0,0,0,0,0,0,0,0,0,0,0,1,0,month_7,1,1,3606,3531.0,604395964,month_7,8.169336395928386,0.0,8.190354403763262
604395964,0,12 WhiteBoards,Utilities,2013-02-23,2013-02-23,5.05,2,0,0,0,0,0,0,0,0,0,0,0,0,1,month_8,1,1,3636,3531.0,604395964,month_8,8.169336395928386,0.0,8.19863945529737
1612215442,0,A Digital Canvas,Graphics & Design,2022-04-27,2022-04-27,168.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,month_1,1,0,76,181.0,1612215442,month_1,5.198497031265826,0.0,4.330733340286331
1612215442,0,A Digital Canvas,Graphics & Design,2022-04-27,2022-04-27,168.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,month_2,1,0,106,181.0,1612215442,month_2,5.198497031265826,0.0,4.663439094112067
1612215442,0,A Digital Canvas,Graphics & Design,2022-04-27,2022-04-27,168.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,month_3,1,0,136,181.0,1612215442,month_3,5.198497031265826,0.0,4.912654885736052
1612215442,0,A Digital Canvas,Graphics & Design,2022-04-27,2022-04-27,168.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,month_4,1,0,166,181.0,1612215442,month_4,5.198497031265826,0.0,5.111987788356544
1612215442,0,A Digital Canvas,Graphics & Design,2022-04-27,2022-04-27,168.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,month_5,1,1,196,181.0,1612215442,month_5,5.198497031265826,0.0,5.278114659230517
1612215442,0,A Digital Canvas,Graphics & Design,2022-04-27,2022-04-27,168.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,month_6,1,1,226,181.0,1612215442,month_6,5.198497031265826,0.0,5.420534999272286
1612215442,0,A Digital Canvas,Graphics & Design,2022-04-27,2022-04-27,168.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,month_7,1,1,256,181.0,1612215442,month_7,5.198497031265826,0.0,5.545177444479562
1612215442,0,A Digital Canvas,Graphics & Design,2022-04-27,2022-04-27,168.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,month_8,1,1,286,181.0,1612215442,month_8,5.198497031265826,0.0,5.655991810819852
1370289240,0,Agenda Notes meets Calendar,Productivity,2018-05-28,2018-05-28,98.76,13,0,0,1,0,0,1,0,0,0,0,0,0,0,month_1,1,0,1505,1610.0,1370289240,month_1,7.383989457978509,0.0,7.316548177182976
1370289240,0,Agenda Notes meets Calendar,Productivity,2018-05-28,2018-05-28,98.76,13,0,0,1,0,0,0,1,0,0,0,0,0,0,month_2,1,0,1535,1610.0,1370289240,month_2,7.383989457978509,0.0,7.336285660021297
1370289240,0,Agenda Notes meets Calendar,Productivity,2018-05-28,2018-05-28,98.76,13,0,0,1,1,0,0,0,1,0,0,0,0,0,month_3,1,0,1565,1610.0,1370289240,month_3,7.383989457978509,0.693147,7.355641102974253
1370289240,0,Agenda Notes meets Calendar,Productivity,2018-05-28,2018-05-28,98.76,13,0,0,1,2,0,0,0,0,1,0,0,0,0,month_4,1,0,1595,1610.0,1370289240,month_4,7.383989457978509,1.098612,7.374629015218945
1370289240,0,Agenda Notes meets Calendar,Productivity,2018-05-28,2018-05-28,98.76,13,0,0,1,1,0,0,0,0,0,1,0,0,0,month_5,1,1,1625,1610.0,1370289240,month_5,7.383989457978509,0.693147,7.393263094763838
1370289240,0,Agenda Notes meets Calendar,Productivity,2018-05-28,2018-05-28,98.76,13,0,0,1,0,0,0,0,0,0,0,1,0,0,month_6,1,1,1655,1610.0,1370289240,month_6,7.383989457978509,0.0,7.411556287811163
1370289240,0,Agenda Notes meets Calendar,Productivity,2018-05-28,2018-05-28,98.76,13,0,0,1,0,0,0,0,0,0,0,0,1,0,month_7,1,1,1685,1610.0,1370289240,month_7,7.383989457978509,0.0,7.429520842786462
1370289240,0,Agenda Notes meets Calendar,Productivity,2018-05-28,2018-05-28,98.76,13,0,0,1,0,0,0,0,0,0,0,0,0,1,month_8,1,1,1715,1610.0,1370289240,month_8,7.383989457978509,0.0,7.44716835960004
