app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,app_description
1632453984,0,Moodie Mood Tracker,Health and Fitness,2022-07-01,2022-07-01,3.02,2,0,0,0,Moodie is a fast and fun way to track your mood and see how are doing on day to day basis Moodie is your safe space the app respects your privacy and does not track or store your information. JOURNALING start writing how you feel and express your emotions. enter your current mood and activities that are associated with those feelings. TRACK see how your feelings are on day to day basis
