ngram,frequency
"('privacy', 'policy')",236
"('mental', 'health')",228
"('end', 'current')",134
"('policy', 'https')",133
"('terms', 'use')",132
"('itunes', 'account')",126
"('self', 'care')",125
"('current', 'period')",112
"('every', 'day')",100
"('account', 'settings')",96
"('least', 'hours')",87
"('mood', 'tracker')",87
"('use', 'https')",87
"('hours', 'end')",86
"('journal', 'entries')",82
"('terms', 'service')",80
"('free', 'trial')",79
"('subscription', 'automatically')",70
"('within', 'hours')",69
"('diary', 'app')",64
"('personal', 'growth')",63
"('account', 'charged')",62
"('auto', 'renewal')",62
"('charged', 'itunes')",59
"('gratitude', 'journal')",59
"('auto', 'renew')",58
"('prior', 'end')",58
"('hours', 'prior')",57
"('track', 'mood')",56
"('easy', 'use')",53
"('keep', 'track')",53
"('payment', 'charged')",53
"('confirmation', 'purchase')",52
"('subscription', 'period')",52
"('purchase', 'subscription')",51
"('daily', 'journal')",49
"('automatically', 'renews')",48
"('account', 'confirmation')",47
"('bullet', 'journal')",47
"('current', 'subscription')",47
"('settings', 'purchase')",47
"('charged', 'renewal')",46
"('journaling', 'app')",46
"('secret', 'diary')",46
"('terms', 'conditions')",46
"('service', 'https')",45
"('trial', 'period')",45
"('unless', 'auto')",45
"('renews', 'unless')",44
"('turned', 'least')",44
"('journal', 'app')",43
"('journal', 'diary')",43
"('mood', 'diary')",43
"('renewal', 'within')",42
"('diary', 'journal')",41
"('behavioral', 'therapy')",40
"('period', 'account')",40
"('policy', 'terms')",40
"('renew', 'turned')",39
"('thoughts', 'feelings')",39
"('cognitive', 'behavioral')",38
"('daily', 'life')",38
"('face', 'id')",37
"('mood', 'tracking')",37
"('look', 'back')",36
"('track', 'progress')",35
"('add', 'photos')",34
"('self', 'reflection')",34
"('stress', 'anxiety')",33
"('unused', 'portion')",33
"('dark', 'mode')",32
"('touch', 'id')",32
"('diary', 'entries')",31
"('keep', 'diary')",31
"('portion', 'free')",31
"('renewal', 'may')",31
"('self', 'discovery')",31
"('contact', 'us')",30
"('may', 'turned')",30
"('user', 'friendly')",30
"('automatically', 'renew')",29
"('iphone', 'ipad')",29
"('mood', 'journal')",29
"('turned', 'going')",29
"('dev', 'stdeula')",28
"('https', 'wwwapplecom')",28
"('internet', 'services')",28
"('itunes', 'dev')",28
"('legal', 'internet')",28
"('may', 'managed')",28
"('services', 'itunes')",28
"('wwwapplecom', 'legal')",28
"('app', 'store')",27
"('auto', 'renewing')",27
"('cost', 'renewal')",27
"('private', 'diary')",27
"('therapy', 'cbt')",27
"('anxiety', 'depression')",26
"('day', 'day')",26
"('diary', 'lock')",26
"('health', 'app')",26
"('home', 'screen')",26
"('key', 'features')",26
"('mental', 'well')",26
"('personal', 'diary')",26
"('photos', 'videos')",26
"('weekly', 'monthly')",26
"('app', 'designed')",25
"('emotional', 'well')",25
"('read', 'terms')",25
"('use', 'app')",25
"('manage', 'subscription')",24
"('self', 'improvement')",24
"('subscriptions', 'may')",24
"('turn', 'auto')",24
"('calendar', 'view')",23
"('daily', 'mood')",23
"('may', 'vary')",23
"('one', 'time')",23
"('self', 'awareness')",23
"('self', 'esteem')",23
"('thoughts', 'emotions')",23
"('week', 'month')",23
"('depression', 'anxiety')",22
"('feel', 'better')",22
"('improve', 'mental')",22
"('negative', 'thoughts')",22
"('daily', 'reminders')",21
"('daily', 'weekly')",21
"('day', 'week')",21
"('habit', 'tracker')",21
"('help', 'understand')",21
"('offered', 'forfeited')",21
"('period', 'offered')",21
"('privacy', 'terms')",21
"('record', 'daily')",21
"('self', 'love')",21
"('write', 'diary')",21
"('automatic', 'renewal')",20
"('daily', 'diary')",20
"('data', 'stored')",20
"('guided', 'journaling')",20
"('identify', 'cost')",20
"('managed', 'user')",20
"('month', 'year')",20
"('period', 'identify')",20
"('purchase', 'unused')",20
"('record', 'mood')",20
"('renew', 'unless')",20
"('backup', 'restore')",19
"('designed', 'help')",19
"('going', 'user')",19
"('journal', 'mood')",19
"('make', 'sure')",19
"('user', 'account')",19
"('user', 'auto')",19
"('apple', 'watch')",18
"('daily', 'gratitude')",18
"('health', 'care')",18
"('monthly', 'yearly')",18
"('one', 'place')",18
"('period', 'manage')",18
"('renewal', 'subscriptions')",18
"('service', 'privacy')",18
"('throughout', 'day')",18
"('across', 'devices')",17
"('ai', 'powered')",17
"('cancel', 'subscription')",17
"('care', 'mental')",17
"('daily', 'tasks')",17
"('diary', 'secret')",17
