app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,updates_per_month,function_updates_per_month,time_dummy_1,time_dummy_2,time_dummy_3,time_dummy_4,time_dummy_5,time_dummy_6,time_dummy_7,time_dummy_8,month_indicator,affected,after_entry,elapsed_avg_days,avg_age_days
1385049326,0,To Do List Daily Reminder 4,Productivity,2018-12-19,2018-10-12,143.31,18,0,0,1,0,0,1,0,0,0,0,0,0,0,month_1,1,0,1735,1840.0
1385049326,0,To Do List Daily Reminder 4,Productivity,2018-12-19,2018-10-12,143.31,18,0,0,1,1,0,0,1,0,0,0,0,0,0,month_2,1,0,1765,1840.0
1385049326,0,To Do List Daily Reminder 4,Productivity,2018-12-19,2018-10-12,143.31,18,0,0,1,0,0,0,0,1,0,0,0,0,0,month_3,1,0,1795,1840.0
1385049326,0,To Do List Daily Reminder 4,Productivity,2018-12-19,2018-10-12,143.31,18,0,0,1,1,0,0,0,0,1,0,0,0,0,month_4,1,0,1825,1840.0
1385049326,0,To Do List Daily Reminder 4,Productivity,2018-12-19,2018-10-12,143.31,18,0,0,1,2,0,0,0,0,0,1,0,0,0,month_5,1,1,1855,1840.0
1385049326,0,To Do List Daily Reminder 4,Productivity,2018-12-19,2018-10-12,143.31,18,0,0,1,0,0,0,0,0,0,0,1,0,0,month_6,1,1,1885,1840.0
1385049326,0,To Do List Daily Reminder 4,Productivity,2018-12-19,2018-10-12,143.31,18,0,0,1,4,0,0,0,0,0,0,0,1,0,month_7,1,1,1915,1840.0
1385049326,0,To Do List Daily Reminder 4,Productivity,2018-12-19,2018-10-12,143.31,18,0,0,1,1,0,0,0,0,0,0,0,0,1,month_8,1,1,1945,1840.0
